bin,scheme,brand,card_type,is_prepaid,country,bank_name,created_at
45714051,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714052,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714053,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714054,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714057,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714061,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714064,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714065,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714066,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714067,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714070,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714072,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714076,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714083,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714085,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714089,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714090,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714092,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714095,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714099,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714120,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714130,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714133,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714160,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714180,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714183,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714188,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714189,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714190,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
457142,visa,,debit,,DK,DANSKE,1999-01-08 04:05:06
45714200,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714201,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714205,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714230,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714236,visa,Visa/Dankort,debit,,DK,Unknown,1999-01-08 04:05:06
45714250,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714260,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714263,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714278,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714279,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714280,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714282,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714284,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714287,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714300,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714309,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714310,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714312,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714314,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714315,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714316,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714317,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714319,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714330,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714336,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714343,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714348,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714356,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714363,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714366,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714368,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714380,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714383,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714386,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714387,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714394,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714396,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714398,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714400,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714401,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714403,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714406,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714420,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714424,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714425,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714426,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714434,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714440,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714444,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714447,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714450,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714451,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714453,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714460,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714467,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714480,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714485,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714490,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714496,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714498,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714511,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714515,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714530,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714540,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714560,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714571,visa,Visa/Dankort,debit,,DK,Unknown,1999-01-08 04:05:06
45714580,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714582,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714584,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714585,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714587,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714592,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714595,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714596,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714605,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714606,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714610,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714611,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714619,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714620,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714625,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714629,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714630,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714633,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714634,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714640,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714644,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714649,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714650,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714652,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714657,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714660,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714662,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714663,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714665,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714669,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714671,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714672,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714676,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714681,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714690,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714691,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714692,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714695,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714701,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714703,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714710,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714713,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714716,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714720,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714727,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714728,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714731,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714733,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714735,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714736,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714738,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714745,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714747,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714754,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714756,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714759,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714760,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714761,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714762,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714768,visa,Visa/Dankort,debit,,DK,Unknown,1999-01-08 04:05:06
45714770,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714772,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714779,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714780,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714782,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714784,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714791,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714799,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714808,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714814,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714815,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714817,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714818,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714820,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714836,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714841,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714842,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714845,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714860,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714865,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714866,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714868,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714875,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714880,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714897,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714899,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714900,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714904,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714905,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714907,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714908,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714912,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714913,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714915,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714917,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714918,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714920,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714921,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714922,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714923,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714925,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714927,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714929,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714930,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714932,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714936,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714940,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714945,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714951,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714955,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714956,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45714957,visa,Visa/Dankort,debit,,DK,Nordania Leasing Bank,1999-01-08 04:05:06
45714971,visa,Visa/Dankort,debit,,DK,Danske Bank,1999-01-08 04:05:06
45715002,visa,Visa/Dankort,debit,,DK,Jyske Bank,1999-01-08 04:05:06
45715005,visa,Visa/Dankort,debit,,DK,Jyske Bank,1999-01-08 04:05:06
45715009,visa,Visa/Dankort,debit,,DK,Jyske Bank,1999-01-08 04:05:06
45715010,visa,Visa/Dankort,debit,,DK,Jyske Bank,1999-01-08 04:05:06
45715011,visa,Visa/Dankort,debit,,DK,Jyske Bank,1999-01-08 04:05:06
45715013,visa,Visa/Dankort,debit,,DK,Jyske Bank,1999-01-08 04:05:06
45715014,visa,Visa/Dankort,debit,,DK,Jyske Bank,1999-01-08 04:05:06
45715015,visa,Visa/Dankort,debit,,DK,Jyske Bank,1999-01-08 04:05:06
45715016,visa,Visa/Dankort,debit,,DK,Jyske Bank,1999-01-08 04:05:06
45715023,visa,Visa/Dankort,debit,,DK,Jyske Bank,1999-01-08 04:05:06
45715024,visa,Visa/Dankort,debit,,DK,Jyske Bank,1999-01-08 04:05:06
45715025,visa,Visa/Dankort,debit,,DK,Jyske Bank,1999-01-08 04:05:06
45715029,visa,Visa/Dankort,debit,,DK,Jyske Bank,1999-01-08 04:05:06
45715030,visa,Visa/Dankort,debit,,DK,Jyske Bank,1999-01-08 04:05:06
45715033,visa,Visa/Dankort,debit,,DK,Jyske Bank,1999-01-08 04:05:06
45715034,visa,Visa/Dankort,debit,,DK,Jyske Bank,1999-01-08 04:05:06
45715042,visa,Visa/Dankort,debit,,DK,Jyske Bank,1999-01-08 04:05:06
45715043,visa,Visa/Dankort,debit,,DK,Jyske Bank,1999-01-08 04:05:06
45715046,visa,Visa/Dankort,debit,,DK,Jyske Bank,1999-01-08 04:05:06
45715047,visa,Visa/Dankort,debit,,DK,Jyske Bank,1999-01-08 04:05:06
45715050,visa,Visa/Dankort,debit,,DK,Jyske Bank,1999-01-08 04:05:06
45715051,visa,Visa/Dankort,debit,,DK,Jyske Bank,1999-01-08 04:05:06
45715052,visa,Visa/Dankort,debit,,DK,Jyske Bank,1999-01-08 04:05:06
45715053,visa,Visa/Dankort,debit,,DK,Jyske Bank,1999-01-08 04:05:06
45715054,visa,Visa/Dankort,debit,,DK,Jyske Bank,1999-01-08 04:05:06
45715055,visa,Visa/Dankort,debit,,DK,Jyske Bank,1999-01-08 04:05:06
45715057,visa,Visa/Dankort,debit,,DK,Jyske Bank,1999-01-08 04:05:06
45715058,visa,Visa/Dankort,debit,,DK,Jyske Bank,1999-01-08 04:05:06
45715059,visa,Visa/Dankort,debit,,DK,Jyske Bank,1999-01-08 04:05:06
45715060,visa,Visa/Dankort,debit,,DK,Jyske Bank,1999-01-08 04:05:06
45715061,visa,Visa/Dankort,debit,,DK,Jyske Bank,1999-01-08 04:05:06
45715062,visa,Visa/Dankort,debit,,DK,Jyske Bank,1999-01-08 04:05:06
45715063,visa,Visa/Dankort,debit,,DK,Jyske Bank,1999-01-08 04:05:06
45715064,visa,Visa/Dankort,debit,,DK,Jyske Bank,1999-01-08 04:05:06
45715065,visa,Visa/Dankort,debit,,DK,Jyske Bank,1999-01-08 04:05:06
45715066,visa,Visa/Dankort,debit,,DK,Jyske Bank,1999-01-08 04:05:06
45715067,visa,Visa/Dankort,debit,,DK,Jyske Bank,1999-01-08 04:05:06
45715068,visa,Visa/Dankort,debit,,DK,Jyske Bank,1999-01-08 04:05:06
45715071,visa,Visa/Dankort,debit,,DK,Jyske Bank,1999-01-08 04:05:06
45715073,visa,Visa/Dankort,debit,,DK,Jyske Bank,1999-01-08 04:05:06
45715074,visa,Visa/Dankort,debit,,DK,Jyske Bank,1999-01-08 04:05:06
45715075,visa,Visa/Dankort,debit,,DK,Jyske Bank,1999-01-08 04:05:06
45715078,visa,Visa/Dankort,debit,,DK,Jyske Bank,1999-01-08 04:05:06
45715079,visa,Visa/Dankort,debit,,DK,Jyske Bank,1999-01-08 04:05:06
45715081,visa,Visa/Dankort,debit,,DK,Jyske Bank,1999-01-08 04:05:06
45715084,visa,Visa/Dankort,debit,,DK,Jyske Bank,1999-01-08 04:05:06
45715087,visa,Visa/Dankort,debit,,DK,Jyske Bank,1999-01-08 04:05:06
45715090,visa,Visa/Dankort,debit,,DK,Jyske Bank,1999-01-08 04:05:06
45715093,visa,Visa/Dankort,debit,,DK,Jyske Bank,1999-01-08 04:05:06
45715095,visa,Visa/Dankort,debit,,DK,Jyske Bank,1999-01-08 04:05:06
45715096,visa,Visa/Dankort,debit,,DK,Jyske Bank,1999-01-08 04:05:06
45715097,visa,Visa/Dankort,debit,,DK,Jyske Bank,1999-01-08 04:05:06
45715098,visa,Visa/Dankort,debit,,DK,Jyske Bank,1999-01-08 04:05:06
45715100,visa,Visa/Dankort,debit,,DK,Citibank International Plc.,1999-01-08 04:05:06
45715130,visa,Visa/Dankort,debit,,DK,HSH Nordbank AG Filial (closed),1999-01-08 04:05:06
45715140,visa,Visa/Dankort,debit,,DK,Finansbanken,1999-01-08 04:05:06
45715170,visa,Visa/Dankort,debit,,DK,Unknown,1999-01-08 04:05:06
45715190,visa,Visa/Dankort,debit,,DK,FS Bank,1999-01-08 04:05:06
45715195,visa,Visa/Dankort,debit,,DK,FS Bank,1999-01-08 04:05:06
45715201,visa,Visa/Dankort,debit,,DK,FS Bank,1999-01-08 04:05:06
45715217,visa,Visa/Dankort,debit,,DK,FS Bank,1999-01-08 04:05:06
45715220,visa,Visa/Dankort,debit,,DK,FS Bank,1999-01-08 04:05:06
45715252,visa,Visa/Dankort,debit,,DK,,1999-01-08 04:05:06
45715290,visa,Visa/Dankort,debit,,DK,Dnb Bank Asa,1999-01-08 04:05:06
45715292,visa,Visa/Dankort,debit,,DK,Sparekassen Sjælland,1999-01-08 04:05:06
45715295,visa,Visa/Dankort,debit,,DK,Skandinaviska Enskilda Banken,1999-01-08 04:05:06
45715301,visa,Visa/Dankort,debit,,DK,Arbejdernes Landsbank,1999-01-08 04:05:06
45715302,visa,Visa/Dankort,debit,,DK,Arbejdernes Landsbank,1999-01-08 04:05:06
45715303,visa,Visa/Dankort,debit,,DK,Arbejdernes Landsbank,1999-01-08 04:05:06
45715306,visa,Visa/Dankort,debit,,DK,Arbejdernes Landsbank,1999-01-08 04:05:06
45715308,visa,Visa/Dankort,debit,,DK,Arbejdernes Landsbank,1999-01-08 04:05:06
45715310,visa,Visa/Dankort,debit,,DK,Arbejdernes Landsbank,1999-01-08 04:05:06
45715311,visa,Visa/Dankort,debit,,DK,Arbejdernes Landsbank,1999-01-08 04:05:06
45715312,visa,Visa/Dankort,debit,,DK,Arbejdernes Landsbank,1999-01-08 04:05:06
45715321,visa,Visa/Dankort,debit,,DK,Arbejdernes Landsbank,1999-01-08 04:05:06
45715323,visa,Visa/Dankort,debit,,DK,Arbejdernes Landsbank,1999-01-08 04:05:06
45715324,visa,Visa/Dankort,debit,,DK,Arbejdernes Landsbank,1999-01-08 04:05:06
45715325,visa,Visa/Dankort,debit,,DK,Arbejdernes Landsbank,1999-01-08 04:05:06
45715326,visa,Visa/Dankort,debit,,DK,Arbejdernes Landsbank,1999-01-08 04:05:06
45715336,visa,Visa/Dankort,debit,,DK,Arbejdernes Landsbank,1999-01-08 04:05:06
45715338,visa,Visa/Dankort,debit,,DK,Arbejdernes Landsbank,1999-01-08 04:05:06
45715339,visa,Visa/Dankort,debit,,DK,Arbejdernes Landsbank,1999-01-08 04:05:06
45715341,visa,Visa/Dankort,debit,,DK,Arbejdernes Landsbank,1999-01-08 04:05:06
45715354,visa,Visa/Dankort,debit,,DK,Arbejdernes Landsbank,1999-01-08 04:05:06
45715355,visa,Visa/Dankort,debit,,DK,Arbejdernes Landsbank,1999-01-08 04:05:06
45715361,visa,Visa/Dankort,debit,,DK,Arbejdernes Landsbank,1999-01-08 04:05:06
45715362,visa,Visa/Dankort,debit,,DK,Arbejdernes Landsbank,1999-01-08 04:05:06
45715371,visa,Visa/Dankort,debit,,DK,Arbejdernes Landsbank,1999-01-08 04:05:06
45715377,visa,Visa/Dankort,debit,,DK,Arbejdernes Landsbank,1999-01-08 04:05:06
45715378,visa,Visa/Dankort,debit,,DK,Arbejdernes Landsbank,1999-01-08 04:05:06
45715379,visa,Visa/Dankort,debit,,DK,Arbejdernes Landsbank,1999-01-08 04:05:06
45715380,visa,Visa/Dankort,debit,,DK,Arbejdernes Landsbank,1999-01-08 04:05:06
45715400,visa,Visa/Dankort,debit,,DK,Sydbank,1999-01-08 04:05:06
45715420,visa,Visa/Dankort,debit,,DK,The Royal Bank of Scotland,1999-01-08 04:05:06
45715426,visa,Visa/Dankort,debit,,DK,Alfred Berg Bank A/S,1999-01-08 04:05:06
45715451,visa,Visa/Dankort,debit,,DK,Sammenslutningen af Danske Andelskasser,1999-01-08 04:05:06
45715470,visa,Visa/Dankort,debit,,DK,Nykredit Bank,1999-01-08 04:05:06
45715471,visa,Visa/Dankort,debit,,DK,Nykredit Bank,1999-01-08 04:05:06
45715472,visa,Visa/Dankort,debit,,DK,Nykredit Bank,1999-01-08 04:05:06
45715473,visa,Visa/Dankort,debit,,DK,Nykredit Bank,1999-01-08 04:05:06
45715474,visa,Visa/Dankort,debit,,DK,Nykredit Bank,1999-01-08 04:05:06
45715475,visa,Visa/Dankort,debit,,DK,Nykredit Bank,1999-01-08 04:05:06
45715476,visa,Visa/Dankort,debit,,DK,Nykredit Bank,1999-01-08 04:05:06
45715478,visa,Visa/Dankort,debit,,DK,Nykredit Bank,1999-01-08 04:05:06
45715479,visa,Visa/Dankort,debit,,DK,Nykredit Bank,1999-01-08 04:05:06
45715490,visa,Visa/Dankort,debit,,DK,Nykredit Bank,1999-01-08 04:05:06
45715491,visa,Visa/Dankort,debit,,DK,Nykredit Bank,1999-01-08 04:05:06
45715492,visa,Visa/Dankort,debit,,DK,Nykredit Bank,1999-01-08 04:05:06
45715493,visa,Visa/Dankort,debit,,DK,Nykredit Bank,1999-01-08 04:05:06
